ID Cliente,Cliente,Idade,Telefone,Estado,DataCompra,Produto,Preço,Unidades,ValorCompra
264,Jade da Cruz,40,(73) 39663335,Bahia,2024-12-12,chaveiro,10.75,6,64.5
265,Antônio Carvalho,42,(84) 48694182,Rio Grande do Norte,2024-12-19,Acessórios e adereços,27.8,7,194.6
266,Anthony Gabriel Rodrigues,22,(49) 25604714,Santa Catarina,2024-12-26,Boné,39.9,5,199.5
267,Lavínia Sales,30,(19) 89740752,São Paulo,2024-12-27,Mouse,39.9,8,319.2
268,Maysa Silveira,23,(32) 29628746,Minas Gerais,2024-12-20,Poster,45.5,2,91.0
269,André Novaes,23,(28) 85856474,Espírito Santo,2024-12-15,Graphic Novel,49.9,3,149.7
270,Maysa Pereira,42,(27) 99994147,Espírito Santo,2024-12-14,Teclado,49.9,7,349.3
271,Caroline Monteiro,43,(75) 51037328,Bahia,2024-12-30,Acessório para Jogo,89.9,8,719.2
272,João Miguel Rios,43,(77) 26909506,Bahia,2024-12-15,chaveiro,10.75,8,86.0
273,Lorenzo Fernandes,50,(48) 64106476,Santa Catarina,2024-12-02,Mouse,39.9,7,279.3
274,Antony Sales,31,(19) 38009603,São Paulo,2024-12-18,Máscara,49.9,9,449.1
275,Henrique Pimenta,23,(34) 51276470,Minas Gerais,2024-12-28,pijama,85.9,8,687.2
276,Laura Rodrigues,19,(61) 23786325,Distrito Federal,2024-12-17,Jogos para PC,99.9,3,299.7
277,Larissa Mendes,42,(35) 37025943,Minas Gerais,2024-12-06,Action Figure,180.5,3,541.5
278,Juliana da Rocha,30,(81) 87501297,Pernambuco,2024-12-17,Máscara,49.9,4,199.6
279,Arthur Miguel Correia,45,(21) 14732333,Rio de Janeiro,2024-12-10,Acessórios e adereços,27.8,8,222.4
280,Ana Cecília Rodrigues,37,(75) 51314895,Bahia,2024-12-06,Console Portátil,350.9,3,1052.7
281,Maria Liz Santos,41,(68) 17942036,Acre,2024-12-09,Graphic Novel,49.9,9,449.1
282,Davi Lucas Câmara,35,(33) 49027392,Minas Gerais,2024-12-22,Jogo de Cartas,29.5,2,59.0
283,José Miguel Lima,28,(79) 44834110,Sergipe,2024-12-31,Copo Térmico,39.9,4,159.6
284,Manuella Nascimento,45,(75) 79243291,Bahia,2024-12-05,Adesivo de Parede,24.9,1,24.9
285,Anthony Gabriel Andrade,19,(99) 96777955,Maranhão,2024-12-13,Coleção de Figurinhas,91.9,3,275.7
286,Renan Siqueira,43,(31) 26667293,Minas Gerais,2024-12-19,Livro,59.9,7,419.3
287,Bella da Mata,30,(21) 55916481,Rio de Janeiro,2024-12-17,Livro,59.9,4,239.6
288,Breno Castro,45,(13) 99222745,São Paulo,2024-12-01,Funko Pop,80.5,8,644.0
289,Luara da Mata,50,(97) 31134852,Amazonas,2024-12-22,Caneca Personalizada,29.9,2,59.8
290,Luísa Marques,33,(14) 89723662,São Paulo,2024-12-07,pijama,85.9,10,859.0
291,Natália Cavalcante,39,(32) 73751126,Minas Gerais,2024-12-05,Mouse,39.9,1,39.9
292,Juliana Melo,38,(18) 66888662,São Paulo,2024-12-15,Console Portátil,350.9,1,350.9
293,Levi Barros,31,(79) 43473394,Sergipe,2024-12-13,Acessórios e adereços,27.8,3,83.4
294,José Miguel Pinto,45,(81) 20605519,Pernambuco,2024-12-19,Peruca,39.9,10,399.0
295,Marina Nascimento,38,(28) 31087078,Espírito Santo,2024-12-30,Graphic Novel,49.9,7,349.3
296,Benjamim da Paz,47,(41) 92411145,Paraná,2024-12-25,Jogos para PC,99.9,8,799.2
297,Fernanda Melo,50,(68) 70203444,Acre,2024-12-06,Fantasia,112.5,8,900.0
298,Enzo Andrade,30,(98) 69515194,Maranhão,2024-12-08,conjunto de dados RPG,30.5,9,274.5
299,Isis Alves,45,(75) 10684698,Bahia,2024-12-23,Estatueta,350.1,3,1050.3
300,Maria Sophia Nogueira,38,(62) 56235408,Goiás,2024-12-14,Moletom,98.9,10,989.0
301,Anthony Gabriel Viana,41,(41) 78604155,Paraná,2024-12-16,Estatueta,350.1,7,2450.7
302,Pedro Miguel Freitas,25,(48) 54324536,Santa Catarina,2024-12-24,Jogo de Cartas,29.5,1,29.5
303,Davi Miguel Rodrigues,39,(97) 23323918,Amazonas,2024-12-15,Luminária personalizada,250.1,2,500.2
304,Catarina Fogaça,30,(62) 27158151,Goiás,2024-12-31,Graphic Novel,49.9,8,399.2
305,Stella Dias,40,(84) 62600959,Rio Grande do Norte,2024-12-21,Estatueta,350.1,4,1400.4
306,Igor Moraes,44,(93) 92627997,Pará,2024-12-30,Boné,39.9,6,239.4
307,Enzo Novais,22,(66) 90637865,Mato Grosso,2024-12-10,Jogo para Console,109.9,5,549.5
308,Lívia Borges,20,(77) 96511161,Bahia,2024-12-19,Poster,45.5,3,136.5
309,Fernanda Lopes,42,(66) 40462748,Mato Grosso,2024-12-15,Console Portátil,350.9,3,1052.7
310,Manuela Duarte,26,(85) 78374590,Ceará,2024-12-23,Poster,45.5,6,273.0
311,Eduardo Fonseca,31,(19) 77399303,São Paulo,2024-12-22,Jogo de Festa,62.4,1,62.4
312,Bruna Gomes,20,(79) 52723406,Sergipe,2024-12-26,Mouse,39.9,10,399.0
313,Ana Lívia Pacheco,44,(65) 62857268,Mato Grosso,2024-12-03,Funko Pop,80.5,6,483.0
314,Olívia Carvalho,29,(69) 94831921,Acre,2024-12-30,Action Figure,180.5,9,1624.5
315,Davi Pimenta,19,(19) 90622935,São Paulo,2024-12-27,Graphic Novel,49.9,8,399.2
316,Giovanna Almeida,50,(51) 85567821,Mato Grosso,2024-12-21,Caneca Personalizada,29.9,10,299.0
317,Maria Sophia Pinto,25,(12) 86757985,São Paulo,2024-12-08,Mouse,39.9,8,319.2
318,Asafe Borges,31,(48) 11421872,Santa Catarina,2024-12-17,Mangá,36.9,2,73.8
319,Davi Luiz da Mata,32,(53) 15390435,Distrito Federal,2024-12-13,Coleção de Figurinhas,91.9,8,735.2
320,Maya Ferreira,20,(42) 57025323,Santa Catarina,2024-12-16,Funko Pop,80.5,1,80.5
321,Julia Rocha,38,(52) 80922222,Goiás,2024-12-16,Copo Térmico,39.9,2,79.8
322,Laura Teixeira,40,(75) 37523130,Bahia,2024-12-20,Jogo de Festa,62.4,7,436.8
323,Melina da Cruz,41,(34) 48740245,Minas Gerais,2024-12-07,conjunto de dados RPG,30.5,1,30.5
324,Isadora Farias,37,(75) 36249842,Bahia,2024-12-19,Camisa Temática,44.9,1,44.9
325,Ayla Gonçalves,36,(64) 32723493,Goiás,2024-12-02,Action Figure,180.5,6,1083.0
326,Isabela Fonseca,21,(68) 60524421,Acre,2024-12-05,Acessório para Jogo,89.9,9,809.1
327,Francisco Viana,37,(43) 48774048,Paraná,2024-12-18,Camisa Temática,44.9,5,224.5
328,Augusto Melo,20,(28) 24883134,Espírito Santo,2024-12-25,Coleção de Figurinhas,91.9,3,275.7
329,Raul Casa Grande,18,(77) 24773380,Bahia,2024-12-22,conjunto de dados RPG,30.5,6,183.0
330,Júlia Azevedo,19,(45) 32947012,Paraná,2024-12-20,Máscara,49.9,10,499.0
331,Isaque Caldeira,21,(61) 38739649,Distrito Federal,2024-12-29,Teclado,49.9,8,399.2
332,Luísa Aragão,30,(61) 33500196,Distrito Federal,2024-12-02,Poster,45.5,2,91.0
333,Davi Lucas Santos,34,(79) 65813454,Sergipe,2024-12-20,Boné,39.9,10,399.0
334,Hellena Abreu,38,(73) 70344986,Bahia,2024-12-04,Estatueta,350.1,3,1050.3
335,José Pedro Silva,29,(97) 69772851,Amazonas,2024-12-15,Pendrive,34.9,2,69.8
336,Maria Helena Nunes,32,(14) 73304675,São Paulo,2024-12-22,Máscara,49.9,5,249.5
337,Ryan Nascimento,32,(61) 89260973,Distrito Federal,2024-12-07,Boné,39.9,2,79.8
338,Eloah Azevedo,43,(22) 68719158,Rio de Janeiro,2024-12-19,Máscara,49.9,8,399.2
339,Ana Cecília Costela,46,(77) 88061512,Bahia,2024-12-07,Poster,45.5,7,318.5
340,Hadassa Cavalcante,41,(61) 35614871,Distrito Federal,2024-12-06,Poster,45.5,7,318.5
341,Cauã Cunha,24,(89) 68524603,Piauí,2024-12-15,Teclado,49.9,4,199.6
342,Ágatha Nunes,18,(93) 49644735,Pará,2024-12-14,Graphic Novel,49.9,3,149.7
343,Emanuella Sá,31,(42) 34758713,Santa Catarina,2024-12-08,Jogo de Festa,62.4,2,124.8
344,João Guilherme Garcia,42,(38) 56592579,Minas Gerais,2024-12-29,Pendrive,34.9,6,209.4
345,Luigi Fogaça,30,(69) 31274143,Acre,2024-12-04,Moletom,98.9,8,791.2
346,Rodrigo Gomes,34,(41) 26499354,Paraná,2024-12-24,Copo Térmico,39.9,3,119.7
347,Ana Luiza da Rocha,39,(87) 49708958,Pernambuco,2024-12-26,conjunto de dados RPG,30.5,5,152.5
348,Bella Ribeiro,21,(82) 87882557,Alagoas,2024-12-24,Funko Pop,80.5,5,402.5
349,Luiz Otávio Rezende,18,(48) 53249567,Santa Catarina,2024-12-19,Console Portátil,350.9,7,2456.3
350,Leonardo Machado,30,(79) 81040035,Sergipe,2024-12-21,Pendrive,34.9,6,209.4
351,Liam Moreira,24,(71) 46974761,Bahia,2024-12-14,Peruca,39.9,1,39.9
352,Clarice da Costa,46,(14) 68293073,São Paulo,2024-12-06,chaveiro,10.75,3,32.25
353,Ana Luiza Viana,24,(65) 19444886,Mato Grosso,2024-12-25,Graphic Novel,49.9,8,399.2
354,Pedro Miguel Azevedo,25,(53) 61737054,Distrito Federal,2024-12-09,Copo Térmico,39.9,4,159.6
355,Yago Pereira,45,(15) 64967785,São Paulo,2024-12-02,Graphic Novel,49.9,4,199.6
356,Maria Julia da Mota,46,(77) 36052187,Bahia,2024-12-19,Acessório para Jogo,89.9,10,899.0
357,Yuri Souza,44,(47) 83446104,Santa Catarina,2024-12-25,chaveiro,10.75,2,21.5
358,Oliver Câmara,48,(91) 27392648,Pará,2024-12-22,Luminária personalizada,250.1,1,250.1
359,Kevin Siqueira,24,(16) 84299466,São Paulo,2024-12-16,Fantasia,112.5,9,1012.5
360,Melissa Nunes,20,(79) 73371631,Sergipe,2024-12-22,Quadro Decorativo,39.6,10,396.0
361,Jade Ferreira,49,(18) 42530818,São Paulo,2024-12-14,Mangá,36.9,4,147.6
362,Lucas Campos,20,(99) 14937497,Maranhão,2024-12-16,Teclado,49.9,8,399.2
363,Brayan Macedo,28,(69) 82984809,Acre,2024-12-02,Jogos para PC,99.9,7,699.3
364,Ísis Borges,38,(85) 83697979,Ceará,2024-12-22,Jogo de Estratégia,98.7,7,690.9
365,Maria Luiza Moreira,49,(43) 19567369,Paraná,2024-12-02,pijama,85.9,3,257.7
366,Asafe Vargas,43,(38) 63709720,Minas Gerais,2024-12-09,conjunto de dados RPG,30.5,9,274.5
367,Rhavi Almeida,37,(83) 59976828,Paraíba,2024-12-11,conjunto de dados RPG,30.5,10,305.0
368,Carolina Alves,25,(86) 71291909,Piauí,2024-12-27,Jogo de Festa,62.4,2,124.8
369,Bruno Peixoto,40,(94) 84364092,Pará,2024-12-29,Pendrive,34.9,8,279.2
370,Eloá Farias,50,(92) 68517579,Amazonas,2024-12-11,Jogo de Pratos e Talheres Temático,19.9,10,199.0
371,Thales Pinto,36,(66) 12240471,Mato Grosso,2024-12-10,pijama,85.9,2,171.8
372,Vicente Freitas,31,(97) 92468825,Amazonas,2024-12-16,Estatueta,350.1,4,1400.4
373,Sarah Novaes,39,(88) 24282681,Ceará,2024-12-11,Adesivo de Parede,24.9,6,149.4
374,Nathan Nogueira,40,(33) 60704466,Minas Gerais,2024-12-19,Acessórios e adereços,27.8,10,278.0
375,Ravi Aragão,43,(79) 93999014,Sergipe,2024-12-18,chaveiro,10.75,10,107.5
376,João Vitor da Rocha,50,(45) 85540892,Paraná,2024-12-18,Jogo para Console,109.9,9,989.1
377,Valentina da Costa,26,(43) 79370870,Paraná,2024-12-28,Jogo de Pratos e Talheres Temático,19.9,7,139.3
378,Julia Rios,20,(74) 19152600,Bahia,2024-12-29,Fantasia,112.5,6,675.0
379,Juliana da Mata,32,(48) 75841165,Santa Catarina,2024-12-05,Caneca Personalizada,29.9,10,299.0
380,Maria Vitória Rezende,45,(84) 24920708,Rio Grande do Norte,2024-12-25,pijama,85.9,6,515.4
381,Bruno Novaes,26,(65) 28187402,Mato Grosso,2024-12-10,Graphic Novel,49.9,9,449.1
382,Gael da Mota,41,(79) 49500562,Sergipe,2024-12-27,Quadrinho,34.9,5,174.5
383,Joana Vargas,43,(34) 58460796,Minas Gerais,2024-12-29,Quadro Decorativo,39.6,3,118.8
384,Bianca Barbosa,44,(46) 24461981,Paraná,2024-12-21,Jogo de Pratos e Talheres Temático,19.9,7,139.3
385,Marina Correia,49,(47) 36414558,Santa Catarina,2024-12-02,Action Figure,180.5,5,902.5
386,Luísa Carvalho,33,(33) 81307213,Minas Gerais,2024-12-08,Acessórios e adereços,27.8,6,166.8
387,João Miguel Pires,23,(83) 32166210,Paraíba,2024-12-06,Estatueta,350.1,5,1750.5
388,Cauã Lopes,50,(46) 49428273,Paraná,2024-12-11,Quadrinho,34.9,6,209.4
389,Dom Correia,18,(34) 32851467,Minas Gerais,2024-12-23,Action Figure,180.5,5,902.5
390,Ana Júlia Moraes,32,(93) 30664259,Pará,2024-12-17,Coleção de Figurinhas,91.9,2,183.8
391,Bento Cassiano,47,(49) 93473349,Santa Catarina,2024-12-07,Jogo de Estratégia,98.7,10,987.0
392,Catarina Souza,29,(21) 40054964,Rio de Janeiro,2024-12-27,Peruca,39.9,1,39.9
393,Amanda Casa Grande,20,(89) 18289646,Piauí,2024-12-09,Estatueta,350.1,2,700.2
394,Isadora Santos,29,(11) 41027319,São Paulo,2024-12-31,Graphic Novel,49.9,6,299.4
395,Marcos Vinicius Novaes,37,(19) 66619124,São Paulo,2024-12-17,Peruca,39.9,1,39.9
396,Rhavi Oliveira,27,(92) 88309159,Amazonas,2024-12-20,Caneca Personalizada,29.9,2,59.8
397,Ana Luiza Azevedo,33,(28) 23022979,Espírito Santo,2024-12-09,Jogo de Pratos e Talheres Temático,19.9,3,59.7
398,Bella Câmara,32,(61) 71160388,Distrito Federal,2024-12-17,Console Portátil,350.9,3,1052.7
399,Laís Gonçalves,37,(87) 39114620,Pernambuco,2024-12-15,Fantasia,112.5,4,450.0
400,Isabella Correia,27,(83) 68539170,Paraíba,2024-12-17,Mangá,36.9,10,369.0
401,Giovanna da Rosa,37,(99) 39137178,Maranhão,2024-12-13,Camisa Temática,44.9,2,89.8
402,Arthur Miguel Casa Grande,21,(18) 56606163,São Paulo,2024-12-03,Máscara,49.9,8,399.2
403,Melissa Ramos,34,(84) 40194440,Rio Grande do Norte,2024-12-15,Pendrive,34.9,10,349.0
404,Lorenzo Nunes,35,(24) 17217894,Rio de Janeiro,2024-12-27,Boné,39.9,2,79.8
405,Vinícius Lima,44,(71) 53120441,Bahia,2024-12-27,Camisa Temática,44.9,2,89.8
406,Joana Peixoto,47,(14) 68260185,São Paulo,2024-12-23,Peruca,39.9,6,239.4
407,Guilherme Barbosa,24,(31) 98988523,Minas Gerais,2024-12-03,Action Figure,180.5,7,1263.5
408,Benício Ferreira,43,(49) 30770663,Santa Catarina,2024-12-15,Poster,45.5,5,227.5
409,Maria Liz Sampaio,50,(85) 32172828,Ceará,2024-12-06,Jogo para Console,109.9,7,769.3
410,Maria Alice Ribeiro,50,(62) 67709661,Goiás,2024-12-05,Jogo de Estratégia,98.7,5,493.5
411,Carlos Eduardo Fogaça,38,(28) 98237015,Espírito Santo,2024-12-31,Boné,39.9,2,79.8
412,Davi Luiz Camargo,36,(12) 40461239,São Paulo,2024-12-28,Funko Pop,80.5,9,724.5
413,Yasmin Rios,44,(98) 26568348,Maranhão,2024-12-04,Máscara,49.9,6,299.4
414,Evelyn Cardoso,20,(12) 97137160,São Paulo,2024-12-16,Pendrive,34.9,6,209.4
415,Laura Carvalho,50,(47) 93178456,Santa Catarina,2024-12-17,Camisa Temática,44.9,6,269.4
416,Olívia da Rocha,49,(81) 59099956,Pernambuco,2024-12-11,pijama,85.9,9,773.1
417,Luigi Rocha,32,(43) 95903116,Paraná,2024-12-20,Console Portátil,350.9,5,1754.5
418,Felipe Albuquerque,45,(15) 59951853,São Paulo,2024-12-24,Adesivo de Parede,24.9,6,149.4
419,Vitor Gabriel Andrade,35,(94) 14178507,Pará,2024-12-18,chaveiro,10.75,3,32.25
420,Marcela Monteiro,19,(12) 89555876,São Paulo,2024-12-21,Quadro Decorativo,39.6,4,158.4
421,Lucas Gabriel da Rocha,46,(77) 94517745,Bahia,2024-12-21,Console clássico,999.9,6,5999.4
422,Daniela da Paz,49,(89) 31947175,Piauí,2024-12-09,Mouse,39.9,7,279.3
423,Mirella Marques,49,(45) 85396463,Paraná,2024-12-19,Coleção de Figurinhas,91.9,2,183.8
424,Guilherme Rodrigues,27,(22) 94657465,Rio de Janeiro,2024-12-10,Livro,59.9,10,599.0
425,Bruna da Conceição,34,(44) 99259627,Paraná,2024-12-21,conjunto de dados RPG,30.5,8,244.0
426,Ana Beatriz Lopes,20,(15) 36320568,São Paulo,2024-12-25,Livro,59.9,2,119.8
427,Lavínia da Mata,25,(21) 49915206,Rio de Janeiro,2024-12-11,Copo Térmico,39.9,9,359.1
428,Maria Laura Novaes,44,(46) 14400948,Paraná,2024-12-27,Mangá,36.9,7,258.3
429,Leandro Moraes,45,(96) 58754440,Amapá,2024-12-27,chaveiro,10.75,3,32.25
430,Gabriela da Rocha,40,(75) 83565665,Bahia,2024-12-19,Acessório para Jogo,89.9,10,899.0
431,Matheus Castro,23,(65) 14090203,Mato Grosso,2024-12-01,Camisa Temática,44.9,4,179.6
432,Vicente Andrade,47,(52) 29252626,Goiás,2024-12-10,Jogo de Pratos e Talheres Temático,19.9,9,179.1
433,Dante Almeida,48,(81) 23923128,Pernambuco,2024-12-27,Adesivo de Parede,24.9,2,49.8
434,Júlia Abreu,24,(32) 92614785,Minas Gerais,2024-12-22,Acessório para Jogo,89.9,5,449.5
435,Gustavo Pacheco,38,(38) 88199670,Minas Gerais,2024-12-31,Console Portátil,350.9,10,3509.0
436,Maria Liz da Rosa,25,(93) 41319650,Pará,2024-12-13,pijama,85.9,8,687.2
437,Marina Ramos,28,(61) 74216349,Distrito Federal,2024-12-02,Luminária personalizada,250.1,1,250.1
438,Ana Cecília Silveira,20,(85) 86357026,Ceará,2024-12-29,Acessório para Jogo,89.9,5,449.5
439,Rafaela da Costa,37,(66) 53623413,Mato Grosso,2024-12-11,Mouse,39.9,5,199.5
440,Luísa Cardoso,49,(84) 39565730,Rio Grande do Norte,2024-12-22,Livro,59.9,1,59.9
441,Renan Moreira,22,(84) 34483931,Rio Grande do Norte,2024-12-10,Caneca Personalizada,29.9,7,209.3
442,Catarina Azevedo,25,(66) 90894058,Mato Grosso,2024-12-29,Caneca Personalizada,29.9,5,149.5
443,Ravi Montenegro,24,(13) 44272178,São Paulo,2024-12-31,Mouse,39.9,4,159.6
444,Ryan da Mata,20,(97) 71727393,Amazonas,2024-12-26,Mangá,36.9,5,184.5
445,Ísis Peixoto,25,(49) 46629498,Santa Catarina,2024-12-17,Teclado,49.9,6,299.4
446,Lara Macedo,35,(27) 49844736,Espírito Santo,2024-12-12,Mangá,36.9,3,110.7
447,Lívia Santos,35,(97) 33032556,Amazonas,2024-12-20,chaveiro,10.75,4,43.0
448,Rael Lima,41,(68) 97766467,Acre,2024-12-12,Action Figure,180.5,8,1444.0
449,Yuri Ferreira,20,(31) 75248132,Minas Gerais,2024-12-21,Jogos para PC,99.9,10,999.0
450,Fernando Sampaio,43,(61) 60106288,Distrito Federal,2024-12-21,Moletom,98.9,4,395.6
451,Rebeca Vasconcelos,35,(38) 29070689,Minas Gerais,2024-12-15,Jogo de Cartas,29.5,10,295.0
452,Evelyn Cavalcanti,31,(94) 49716974,Pará,2024-12-12,Graphic Novel,49.9,8,399.2
453,Antony Mendes,19,(22) 75556470,Rio de Janeiro,2024-12-03,Console Portátil,350.9,7,2456.3
454,Apollo Almeida,34,(32) 69454731,Minas Gerais,2024-12-02,Fantasia,112.5,8,900.0
455,Pedro Henrique da Paz,43,(16) 10545863,São Paulo,2024-12-03,Moletom,98.9,6,593.4
456,Mateus Nogueira,21,(88) 64985005,Ceará,2024-12-01,Jogo de Pratos e Talheres Temático,19.9,9,179.1
457,Gael da Conceição,31,(73) 39650020,Bahia,2024-12-30,chaveiro,10.75,7,75.25
458,Manuella Monteiro,21,(94) 39387216,Pará,2024-12-29,Acessórios e adereços,27.8,10,278.0
459,Danilo Mendes,42,(37) 19379598,Minas Gerais,2024-12-03,Boné,39.9,7,279.3
460,Henry Macedo,35,(19) 24201807,São Paulo,2024-12-03,Moletom,98.9,3,296.7
461,Arthur Miguel Peixoto,40,(87) 39659284,Pernambuco,2024-12-18,Jogo de Estratégia,98.7,8,789.6
462,Lara Aparecida,46,(92) 74313133,Amazonas,2024-12-23,Console Portátil,350.9,4,1403.6
463,Ana Luiza das Neves,24,(93) 53613344,Pará,2024-12-11,Acessórios e adereços,27.8,6,166.8
464,Noah Vasconcelos,34,(22) 51881520,Rio de Janeiro,2024-12-01,Teclado,49.9,1,49.9
465,Arthur Gabriel Ferreira,41,(28) 82628652,Espírito Santo,2024-12-16,Acessório para Jogo,89.9,8,719.2
466,Pedro Henrique Melo,31,(96) 65011917,Amapá,2024-12-11,Luminária personalizada,250.1,7,1750.7
467,Luna Moura,47,(35) 71284401,Minas Gerais,2024-12-22,Caneca Personalizada,29.9,9,269.1
468,Kaique Vargas,19,(44) 59679731,Paraná,2024-12-20,Coleção de Figurinhas,91.9,2,183.8
469,Rafaela Cavalcante,42,(73) 61854677,Bahia,2024-12-14,Máscara,49.9,5,249.5
470,Emanuel Siqueira,23,(44) 43750138,Paraná,2024-12-27,Quadro Decorativo,39.6,2,79.2
471,Yasmin Abreu,24,(75) 66551545,Bahia,2024-12-19,Mouse,39.9,4,159.6
472,Daniela Rios,48,(67) 90341600,Mato Grosso do Sul,2024-12-03,Coleção de Figurinhas,91.9,6,551.4
473,Isabelly Camargo,23,(11) 15031292,São Paulo,2024-12-01,Luminária personalizada,250.1,9,2250.9
474,Oliver Moura,44,(37) 65025882,Minas Gerais,2024-12-25,Moletom,98.9,2,197.8
475,Ravi Lucca Peixoto,40,(15) 58003822,São Paulo,2024-12-06,Pendrive,34.9,7,244.3
476,Mariah da Luz,34,(91) 59480770,Pará,2024-12-15,conjunto de dados RPG,30.5,4,122.0
477,Thiago Azevedo,29,(94) 69776280,Pará,2024-12-10,Camisa Temática,44.9,3,134.7
478,Sofia Guerra,42,(86) 43080618,Piauí,2024-12-15,Quadrinho,34.9,6,209.4
479,Enzo Pacheco,27,(43) 35315968,Paraná,2024-12-11,Quadro Decorativo,39.6,1,39.6
480,Natália Silva,23,(27) 67717052,Espírito Santo,2024-12-16,Jogo de Estratégia,98.7,2,197.4
481,Davi Lucca Siqueira,42,(27) 67789305,Espírito Santo,2024-12-14,Action Figure,180.5,2,361.0
482,Luana Correia,33,(68) 77661693,Acre,2024-12-10,Jogo de Estratégia,98.7,1,98.7
483,Maria Clara Cavalcante,50,(63) 49369515,Tocantins,2024-12-26,Coleção de Figurinhas,91.9,1,91.9
484,Sarah Duarte,33,(65) 17941189,Mato Grosso,2024-12-24,Graphic Novel,49.9,1,49.9
485,Esther Gomes,18,(16) 69668304,São Paulo,2024-12-14,chaveiro,10.75,10,107.5
486,Manuella Ramos,37,(27) 46514983,Espírito Santo,2024-12-07,Action Figure,180.5,6,1083.0
487,João Lucas Vasconcelos,40,(87) 59585317,Pernambuco,2024-12-14,Boné,39.9,10,399.0
488,Ísis Mendonça,30,(92) 25540755,Amazonas,2024-12-16,Jogo de Cartas,29.5,3,88.5
489,Sabrina Gonçalves,23,(67) 58145189,Mato Grosso do Sul,2024-12-27,Jogo de Cartas,29.5,6,177.0
490,Yuri Pacheco,41,(74) 19741456,Bahia,2024-12-06,Teclado,49.9,3,149.7
491,Esther Araújo,24,(98) 18554280,Maranhão,2024-12-20,Pendrive,34.9,8,279.2
492,Vitor Hugo Nogueira,40,(82) 54303893,Alagoas,2024-12-08,Peruca,39.9,6,239.4
493,Benjamim Santos,31,(38) 27162776,Minas Gerais,2024-12-22,Caneca Personalizada,29.9,9,269.1
494,Otto Pacheco,22,(47) 59382935,Santa Catarina,2024-12-06,Livro,59.9,6,359.4
495,Maria Isis Melo,43,(87) 27129019,Pernambuco,2024-12-08,Estatueta,350.1,7,2450.7
496,Eduardo Fonseca,19,(46) 28157921,Paraná,2024-12-30,Jogos para PC,99.9,2,199.8
497,Murilo Pereira,40,(13) 12944322,São Paulo,2024-12-02,Mangá,36.9,8,295.2
498,Maria Isis Fernandes,37,(28) 95047405,Espírito Santo,2024-12-28,Copo Térmico,39.9,9,359.1
499,Raquel da Rosa,41,(66) 45064377,Mato Grosso,2024-12-02,Livro,59.9,3,179.7
500,Thiago Araújo,46,(74) 79615781,Bahia,2024-12-14,Graphic Novel,49.9,5,249.5
501,Bento da Costa,18,(82) 49749669,Alagoas,2024-12-12,Fantasia,112.5,1,112.5
502,Cecilia Alves,41,(53) 35399881,Distrito Federal,2024-12-27,Quadro Decorativo,39.6,1,39.6
503,Matteo Rezende,47,(85) 63196462,Ceará,2024-12-04,Jogos para PC,99.9,6,599.4
504,Maria Luiza Silveira,18,(33) 89679282,Minas Gerais,2024-12-11,Máscara,49.9,8,399.2
505,Rafael Moraes,31,(86) 54071711,Piauí,2024-12-09,Camisa Temática,44.9,8,359.2
506,Melina Silveira,44,(48) 78076105,Santa Catarina,2024-12-13,Máscara,49.9,8,399.2
507,Maria Sophia Pacheco,30,(32) 86262696,Minas Gerais,2024-12-12,Jogo de Estratégia,98.7,2,197.4
508,Ana Júlia Albuquerque,31,(45) 35873433,Paraná,2024-12-28,Jogo para Console,109.9,7,769.3
509,Davi Miguel Rodrigues,35,(35) 98466811,Minas Gerais,2024-12-23,Livro,59.9,2,119.8
510,Lorena Barros,22,(97) 34004657,Amazonas,2024-12-12,Console clássico,999.9,10,9999.0
511,Ana Liz Rezende,47,(75) 82734433,Bahia,2024-12-14,chaveiro,10.75,4,43.0
512,Vitor Gabriel Vasconcelos,47,(61) 26577390,Distrito Federal,2024-12-07,Livro,59.9,2,119.8
513,Daniela Silva,37,(37) 92515990,Minas Gerais,2024-12-22,chaveiro,10.75,7,75.25
514,Juan Souza,24,(22) 69796347,Rio de Janeiro,2024-12-27,Jogo de Cartas,29.5,10,295.0
515,João Felipe Albuquerque,25,(38) 78644495,Minas Gerais,2024-12-05,Máscara,49.9,9,449.1
516,João Lucas Marques,47,(13) 35126712,São Paulo,2024-12-28,Peruca,39.9,10,399.0
517,Enzo Câmara,32,(64) 18292633,Goiás,2024-12-25,Console clássico,999.9,1,999.9
518,Gabriel Pereira,41,(63) 32811434,Tocantins,2024-12-19,Console clássico,999.9,5,4999.5
519,Léo Santos,34,(99) 79139103,Maranhão,2024-12-17,Jogo de Cartas,29.5,5,147.5
520,Esther Fonseca,38,(63) 14994322,Tocantins,2024-12-08,Livro,59.9,1,59.9
521,Manuela Nunes,19,(38) 82206318,Minas Gerais,2024-12-29,Teclado,49.9,2,99.8
522,Anthony Vasconcelos,20,(79) 11850520,Sergipe,2024-12-10,Adesivo de Parede,24.9,2,49.8
523,Maria Clara Vargas,22,(62) 39556093,Goiás,2024-12-28,Jogo de Cartas,29.5,4,118.0
524,Davi Lucas Machado,29,(41) 46469995,Paraná,2024-12-09,Copo Térmico,39.9,9,359.1
525,Bárbara Alves,25,(71) 38921827,Bahia,2024-12-14,Funko Pop,80.5,5,402.5
